name,level,school,casting_time,range,components,material_components,duration,concentration,ritual,description,higher_levels,source
Feeblemind,8,Enchantment,1 action,150 feet,V S M,a handful of clay crystal glass or mineral spheres,Instantaneous,false,false,"You blast the mind of a creature that you can see within range, attempting to shatter its intellect and personality. The target takes 4d6 psychic damage and must make an Intelligence saving throw.",,OFFICIAL
Glibness,8,Transmutation,1 action,Self,V,,1 hour,false,false,"Until the spell ends, when you make a Charisma check, you can replace the number you roll with a 15. Additionally, no matter what you say, magic that would determine if you are telling the truth indicates that you are being truthful.",,OFFICIAL
Holy Aura,8,Abjuration,1 action,Self,V S M,a tiny reliquary worth at least 1000 gp containing a sacred relic,1 minute,true,false,"Divine light washes out from you and coalesces in a soft radiance in a 30-foot radius around you. Creatures of your choice in that radius when you cast this spell shed dim light in a 5-foot radius and have advantage on all saving throws, and other creatures have disadvantage on attack rolls against them until the spell ends.",,OFFICIAL
Illusory Dragon,8,Illusion,1 action,120 feet,S,,1 minute,true,false,"By gathering threads of shadow material from the Shadowfell, you create a Huge shadowy dragon in an unoccupied space that you can see within range. The illusion lasts for the spell's duration and occupies its space, as if it were a creature.",,OFFICIAL
Incendiary Cloud,8,Conjuration,1 action,150 feet,V S,,1 minute,true,false,"A swirling cloud of smoke shot through with white-hot embers appears in a 20-foot-radius sphere centered on a point within range. The cloud spreads around corners and is heavily obscured. It lasts for the duration or until a wind of moderate or greater speed (at least 10 miles per hour) disperses it.",,OFFICIAL
Maddening Darkness,8,Evocation,1 action,150 feet,V M,a drop of pitch mixed with a drop of mercury,10 minutes,true,false,"Magical darkness spreads from a point you choose within range to fill a 60-foot-radius sphere until the spell ends. The darkness spreads around corners. A creature with darkvision can't see through this darkness. Non-magical light, as well as light created by spells of 8th level or lower, can't illuminate the area.",,OFFICIAL
Maze,8,Conjuration,1 action,60 feet,V S,,10 minutes,true,false,"You banish a creature that you can see within range into a labyrinthine demiplane. The target remains there for the duration or until it escapes the maze.",,OFFICIAL
Mighty Fortress,8,Conjuration,1 minute,1 mile,V S M,a diamond worth at least 500 gp,Instantaneous,false,false,"A fortress of stone erupts from a square area of ground of your choice that you can see within range. The area is 120 feet on each side, and it must not have any buildings or other structures on it.",,OFFICIAL
Mind Blank,8,Abjuration,1 action,Touch,V S,,24 hours,false,false,"Until the spell ends, one willing creature you touch is immune to psychic damage, any effect that would sense its emotions or read its thoughts, divination spells, and the charmed condition.",,OFFICIAL
Power Word Stun,8,Enchantment,1 action,60 feet,V,,Instantaneous,false,false,"You speak a word of power that can overwhelm the mind of one creature you can see within range, leaving it dumbfounded. If the target has 150 hit points or fewer, it is stunned. Otherwise, the spell has no effect.",,OFFICIAL
Sunburst,8,Evocation,1 action,150 feet,V S M,fire and a piece of sunstone,Instantaneous,false,false,"Brilliant sunlight flashes in a 60-foot radius centered on a point you choose within range. Each creature in that light must make a Constitution saving throw. On a failed save, a creature takes 12d6 radiant damage and is blinded for 1 minute.",,OFFICIAL
Telepathy,8,Evocation,1 action,Unlimited,V S M,a pair of linked silver rings,24 hours,false,false,"You create a telepathic link between yourself and a willing creature with which you are familiar. The creature can be anywhere on the same plane of existence as you. The spell ends if you or the target are no longer on the same plane.",,OFFICIAL
Tsunami,8,Conjuration,1 minute,Sight,V S,,6 rounds,true,false,"A wall of water springs into existence at a point you choose within range. You can make the wall up to 300 feet long, 300 feet high, and 50 feet thick. The wall lasts for the duration.",,OFFICIAL
Astral Projection,9,Necromancy,1 hour,10 feet,V S M,for each creature you affect with this spell you must provide one jacinth worth at least 1000 gp and one ornately carved bar of silver worth at least 100 gp,Special,false,false,"You and up to eight willing creatures within range project your astral bodies into the Astral Plane. The material body you leave behind is unconscious and in a state of suspended animation.",,OFFICIAL
Blade of Disaster,9,Conjuration,1 bonus action,60 feet,V S,,1 minute,true,false,"You create a blade-shaped planar rift about 3 feet long in an unoccupied space you can see within range. The blade lasts for the duration. When you cast this spell, you can make up to two melee spell attacks with the blade, each one against a creature, loose object, or structure within 5 feet of the blade.",,OFFICIAL
Foresight,9,Divination,1 minute,Touch,V S M,a hummingbird feather,8 hours,false,false,"You touch a willing creature and bestow a limited ability to see into the immediate future. For the duration, the target can't be surprised and has advantage on attack rolls, ability checks, and saving throws. Additionally, other creatures have disadvantage on attack rolls against the target for the duration.",,OFFICIAL
Gate,9,Conjuration,1 action,60 feet,V S M,a diamond worth at least 5000 gp,1 minute,true,false,"You conjure a portal linking an unoccupied space you can see within range to a precise location on a different plane of existence. The portal is a circular opening, which you can make 5 to 20 feet in diameter.",,OFFICIAL
Imprisonment,9,Abjuration,1 minute,30 feet,V S M,a vellum depiction or a carved statuette in the likeness of the target and a special component that varies according to the version of the spell you choose worth at least 500 gp per Hit Die of the target,Until dispelled,false,false,"You create a magical restraint to hold a creature that you can see within range. The target must succeed on a Wisdom saving throw or be bound by the spell.",,OFFICIAL
Invulnerability,9,Abjuration,1 action,Self,V S M,a small piece of adamantine worth at least 500 gp consumed,10 minutes,true,false,"You are immune to all damage until the spell ends.",,OFFICIAL
Mass Heal,9,Evocation,1 action,60 feet,V S,,Instantaneous,false,false,"A flood of healing energy flows from you into injured creatures around you. You restore up to 700 hit points, divided as you choose among any number of creatures that you can see within range.",,OFFICIAL
Mass Polymorph,9,Transmutation,1 action,120 feet,V S M,a caterpillar cocoon,1 hour,true,false,"You transform up to ten creatures of your choice that you can see within range. An unwilling target must succeed on a Wisdom saving throw to resist the transformation.",,OFFICIAL
Meteor Swarm,9,Evocation,1 action,1 mile,V S,,Instantaneous,false,false,"Blazing orbs of fire plummet to the ground at four different points you can see within range. Each creature in a 40-foot-radius sphere centered on each point you choose must make a Dexterity saving throw. The sphere spreads around corners. A creature takes 20d6 fire damage and 20d6 bludgeoning damage on a failed save, or half as much damage on a successful one.",,OFFICIAL
Power Word Heal,9,Evocation,1 action,Touch,V S,,Instantaneous,false,false,"A wave of healing energy washes over the creature you touch. The target regains all its hit points. If the creature is charmed, frightened, paralyzed, or stunned, the condition ends. If the creature is prone, it can use its reaction to stand up.",,OFFICIAL
Power Word Kill,9,Enchantment,1 action,60 feet,V,,Instantaneous,false,false,"You utter a word of power that can compel one creature you can see within range to die instantly. If the creature you choose has 100 hit points or fewer, it dies. Otherwise, the spell has no effect.",,OFFICIAL
Prismatic Wall,9,Abjuration,1 action,60 feet,V S,,10 minutes,false,false,"A shimmering, multicolored plane of light forms a vertical opaque wall, up to 90 feet long, 30 feet high, and 1 inch thick, centered on a point you can see within range. Alternatively, you can shape the wall into a sphere up to 30 feet in diameter centered on a point you choose within range.",,OFFICIAL
